Sphere 1x,Sphere 1y,Sphere 1z,Sphere 2x,Sphere 2y,Sphere 2z,Sphere 3x,Sphere 3y,Sphere 3z,Sphere 4x,Sphere 4y,Sphere 4z,Sphere 5x,Sphere 5y,Sphere 5z,Sphere 6x,Sphere 6y,Sphere 6z,Sphere 7x,Sphere 7y,Sphere 7z,Sphere 8x,Sphere 8y,Sphere 8z,Sphere 9x,Sphere 9y,Sphere 9z,Sphere 10x,Sphere 10y,Sphere 10z,ME_Coupling_coefficient_pred
6.923,-0.627,-2.296,-7.326,8.514,10.097,-4.578,5.909,0.595,2.968,-3.892,5.614,7.348,3.200,-9.246,1.780,11.165,-4.262,6.863,-6.485,-1.876,16.720,2.226,-1.991,-5.904,-15.269,-1.813,-9.659,-1.983,2.301,664.99457
6.921,-0.627,-2.294,-7.323,8.511,10.093,-4.577,5.906,0.594,2.966,-3.891,5.612,7.345,3.199,-9.243,1.779,11.160,-4.260,6.860,-6.483,-1.876,16.714,2.224,-1.990,-5.902,-15.264,-1.813,-9.656,-1.983,2.300,664.7592
7.712,0.339,-4.415,-5.301,6.851,12.211,-4.179,7.715,-0.739,3.906,-2.467,5.428,6.106,3.764,-7.855,2.627,11.465,-4.865,7.278,-4.812,-2.996,19.009,3.379,-3.939,-4.747,-14.169,-0.873,-11.081,1.419,1.702,661.50726
7.699,1.185,-5.362,-8.977,6.842,10.549,-5.247,5.925,1.601,3.312,-2.962,4.803,8.223,3.782,-7.820,3.011,11.010,-5.792,8.029,-6.789,-2.367,17.325,2.105,-2.843,-5.142,-14.455,0.940,-9.570,-0.206,3.093,661.09924
6.617,0.717,-5.952,-8.081,8.750,11.156,-5.779,6.824,1.929,3.881,-4.401,3.982,7.300,3.936,-8.604,2.889,11.081,-5.095,7.597,-5.700,-2.232,15.977,1.501,-2.078,-6.978,-12.736,-2.301,-8.540,0.465,3.276,658.25385
6.615,0.717,-5.951,-8.078,8.748,11.152,-5.777,6.822,1.929,3.880,-4.400,3.980,7.298,3.936,-8.601,2.888,11.077,-5.093,7.594,-5.698,-2.232,15.972,1.500,-2.078,-6.976,-12.732,-2.301,-8.537,0.465,3.276,658.0662
6.612,0.717,-5.950,-8.075,8.746,11.148,-5.776,6.819,1.928,3.878,-4.399,3.979,7.295,3.935,-8.598,2.887,11.072,-5.091,7.591,-5.695,-2.231,15.965,1.499,-2.077,-6.974,-12.726,-2.301,-8.533,0.465,3.275,657.8314
6.459,-0.011,-3.074,-7.778,8.023,9.881,-3.673,5.531,2.076,4.217,-1.962,4.212,4.718,2.418,-8.914,2.868,12.269,-5.626,8.622,-6.012,-3.848,16.190,2.859,-1.530,-5.105,-13.290,1.340,-10.259,-1.803,2.057,654.73785
8.744,-0.366,-2.498,-7.968,8.118,10.040,-3.248,6.279,1.097,2.926,-3.651,4.410,6.617,3.051,-6.743,2.762,14.221,-4.647,7.125,-6.093,-2.070,15.856,2.827,-1.984,-5.801,-13.723,-1.995,-9.293,0.547,1.490,652.26776
6.885,1.579,-4.255,-7.020,5.769,10.536,-2.977,6.549,2.097,3.798,-2.286,4.657,7.828,1.754,-8.471,1.345,11.818,-5.290,8.688,-6.077,-3.923,16.426,1.646,-2.268,-6.573,-14.647,-2.293,-10.151,2.320,2.178,651.9397
5.486,-0.206,-3.185,-7.870,5.467,11.164,-2.777,6.287,0.766,2.089,-0.955,6.330,6.231,3.606,-7.559,2.899,12.561,-5.264,7.325,-4.688,-2.656,14.861,2.427,-2.690,-5.594,-11.575,-2.518,-9.946,0.814,1.798,650.2319
8.018,1.199,-1.809,-6.067,8.284,10.817,-5.941,6.772,1.515,4.044,-4.041,5.577,8.118,1.822,-7.716,1.721,11.514,-4.761,6.240,-6.818,-1.439,17.031,1.252,-1.885,-4.568,-12.565,-1.158,-8.676,-1.648,2.524,650.07184
5.484,-0.206,-3.184,-7.867,5.465,11.161,-2.776,6.285,0.765,2.088,-0.954,6.329,6.229,3.605,-7.557,2.898,12.557,-5.262,7.322,-4.686,-2.655,14.856,2.426,-2.689,-5.592,-11.571,-2.517,-9.943,0.814,1.797,650.04114
5.481,-0.207,-3.182,-7.865,5.462,11.157,-2.774,6.282,0.765,2.087,-0.953,6.327,6.226,3.604,-7.553,2.897,12.552,-5.260,7.319,-4.684,-2.654,14.850,2.425,-2.689,-5.590,-11.566,-2.517,-9.940,0.814,1.797,649.8018
6.646,0.179,-1.641,-8.749,7.735,9.985,-4.969,8.941,-0.416,3.653,-2.231,4.649,6.929,2.405,-8.299,3.148,11.276,-4.573,8.269,-8.335,-2.064,16.854,2.540,-3.517,-4.953,-14.762,-2.713,-9.412,-1.765,-0.108,648.5249
6.644,0.179,-1.640,-8.747,7.733,9.982,-4.968,8.939,-0.416,3.652,-2.230,4.647,6.926,2.404,-8.296,3.147,11.272,-4.571,8.267,-8.333,-2.063,16.849,2.539,-3.517,-4.951,-14.758,-2.712,-9.409,-1.766,-0.108,648.33453
6.641,0.179,-1.639,-8.744,7.730,9.978,-4.966,8.936,-0.417,3.650,-2.229,4.646,6.923,2.403,-8.293,3.146,11.267,-4.569,8.263,-8.331,-2.062,16.843,2.538,-3.516,-4.949,-14.752,-2.712,-9.405,-1.766,-0.109,648.0956
9.605,-0.933,-3.517,-7.547,6.219,10.149,-3.795,7.814,2.304,3.162,-4.177,5.916,6.913,1.408,-8.091,4.715,12.605,-4.087,8.157,-6.571,-2.848,16.137,2.121,-2.039,-6.765,-14.332,0.003,-9.022,-1.502,2.954,647.58044
7.405,1.661,-5.312,-6.526,7.278,9.093,-5.846,7.620,2.922,4.350,-3.684,5.688,6.559,2.064,-9.076,4.641,10.683,-6.511,9.670,-6.542,-1.306,16.361,1.806,-2.499,-5.516,-12.454,-0.374,-10.117,-1.341,2.085,647.5424
8.761,0.212,-4.305,-6.550,7.029,10.650,-4.727,6.308,1.613,4.605,-0.566,5.103,6.464,2.015,-8.703,2.105,10.131,-5.905,9.562,-7.036,-2.650,16.739,3.177,-1.518,-7.887,-13.132,-1.865,-10.014,0.054,2.108,645.9894
7.988,0.129,-2.332,-7.010,7.271,10.413,-3.840,8.102,1.063,4.918,-4.054,5.577,8.173,1.904,-8.444,3.490,11.696,-4.336,7.569,-6.182,-2.697,17.075,2.577,-2.106,-6.404,-15.066,-0.902,-9.645,0.151,2.558,644.9663
6.867,-0.179,-3.785,-6.364,7.242,11.781,-4.684,5.671,0.486,1.203,-1.849,4.722,9.000,2.822,-9.120,3.729,10.295,-5.327,6.939,-7.380,-2.433,14.294,2.238,-1.953,-5.775,-12.309,0.165,-8.957,0.092,0.889,643.94336
6.864,-0.179,-3.784,-6.362,7.240,11.778,-4.683,5.669,0.486,1.202,-1.849,4.720,8.998,2.821,-9.117,3.728,10.292,-5.326,6.937,-7.378,-2.432,14.289,2.237,-1.952,-5.773,-12.305,0.166,-8.954,0.091,0.888,643.756
6.862,-0.179,-3.783,-6.359,7.238,11.774,-4.681,5.666,0.485,1.200,-1.847,4.718,8.995,2.820,-9.114,3.727,10.287,-5.324,6.934,-7.375,-2.431,14.283,2.236,-1.951,-5.770,-12.300,0.166,-8.951,0.091,0.887,643.5211
5.712,-1.527,-2.372,-8.578,8.329,10.526,-3.732,5.728,1.986,2.989,-2.964,4.618,7.486,2.709,-7.275,2.322,12.953,-4.100,9.175,-5.128,-1.470,14.695,3.096,-3.454,-6.237,-16.445,-0.120,-8.844,0.371,3.027,642.8955
7.540,2.031,-4.607,-6.542,8.082,9.216,-4.312,6.713,1.497,3.458,-2.971,6.140,9.561,2.275,-8.600,2.508,10.984,-4.086,7.473,-5.283,-2.936,16.560,2.224,-1.678,-4.893,-13.668,-1.597,-8.162,0.943,0.699,642.318
7.538,2.031,-4.606,-6.540,8.080,9.213,-4.310,6.711,1.496,3.457,-2.970,6.139,9.559,2.274,-8.598,2.507,10.980,-4.085,7.470,-5.281,-2.935,16.554,2.223,-1.678,-4.891,-13.664,-1.597,-8.159,0.943,0.698,642.133
7.535,2.031,-4.604,-6.537,8.077,9.209,-4.309,6.709,1.496,3.455,-2.969,6.137,9.556,2.273,-8.594,2.506,10.976,-4.083,7.467,-5.279,-2.935,16.548,2.222,-1.677,-4.889,-13.659,-1.596,-8.155,0.943,0.697,641.9011
5.971,0.249,-2.938,-5.894,7.184,10.707,-4.420,6.570,2.699,3.780,-1.746,5.942,6.998,2.624,-10.241,4.841,11.376,-6.736,9.172,-6.744,-1.418,16.737,2.974,-0.671,-4.208,-15.288,-0.731,-10.035,-1.115,2.652,641.65155
5.494,0.053,-4.719,-8.471,7.542,9.655,-4.634,5.256,2.749,4.019,-3.265,4.313,7.471,2.980,-8.541,2.310,12.247,-4.564,7.728,-5.924,-2.939,15.867,2.988,-1.691,-7.881,-13.636,-1.938,-10.199,0.330,2.608,640.84503
6.844,0.266,-3.604,-7.241,6.976,10.416,-4.267,6.510,1.478,3.753,-2.557,4.980,7.439,2.706,-8.537,2.811,12.062,-4.985,8.281,-6.462,-2.351,16.562,2.700,-2.238,-6.474,-13.922,-1.066,-9.501,0.322,2.511,640.08875
6.704,1.287,-2.064,-5.909,6.738,9.916,-4.458,7.421,0.535,4.467,-1.579,5.087,7.441,2.699,-9.449,3.787,12.759,-5.560,6.455,-7.380,-2.300,15.336,4.276,-4.443,-5.918,-13.456,-1.501,-10.434,1.154,1.742,638.74994
7.446,0.336,-4.267,-5.022,6.597,11.803,-4.015,7.456,-0.789,3.758,-2.364,5.238,5.812,3.664,-7.527,2.511,10.994,-4.672,6.949,-4.555,-2.912,18.373,3.269,-3.856,-4.498,-13.631,-0.838,-10.714,1.408,1.611,638.02484
7.444,0.336,-4.265,-5.020,6.595,11.800,-4.014,7.454,-0.790,3.757,-2.364,5.237,5.810,3.663,-7.525,2.510,10.990,-4.671,6.946,-4.553,-2.911,18.368,3.268,-3.855,-4.496,-13.626,-0.837,-10.711,1.408,1.610,637.8358
7.432,1.182,-5.214,-8.699,6.588,10.141,-5.084,5.667,1.552,3.165,-2.860,4.613,7.929,3.682,-7.492,2.895,10.539,-5.599,7.700,-6.532,-2.284,16.690,1.996,-2.759,-4.892,-13.917,0.976,-9.203,-0.217,3.002,637.64526
7.441,0.336,-4.264,-5.017,6.593,11.796,-4.012,7.452,-0.790,3.756,-2.363,5.235,5.807,3.662,-7.521,2.509,10.985,-4.669,6.943,-4.551,-2.911,18.362,3.267,-3.854,-4.493,-13.621,-0.837,-10.708,1.408,1.609,637.5992
7.430,1.182,-5.212,-8.696,6.586,10.138,-5.082,5.665,1.551,3.164,-2.859,4.612,7.926,3.681,-7.489,2.894,10.535,-5.597,7.698,-6.530,-2.283,16.684,1.995,-2.759,-4.891,-13.912,0.976,-9.200,-0.217,3.001,637.45685
7.950,1.116,-5.337,-6.985,7.126,11.539,-3.955,7.868,2.501,4.572,-3.684,3.886,8.350,3.809,-8.644,3.379,10.391,-3.859,8.660,-6.921,-3.562,17.210,2.549,-1.051,-5.133,-15.148,-2.944,-10.281,1.129,3.380,637.4274
7.428,1.182,-5.211,-8.694,6.583,10.133,-5.081,5.662,1.551,3.162,-2.858,4.610,7.923,3.680,-7.486,2.893,10.530,-5.595,7.694,-6.528,-2.282,16.678,1.994,-2.758,-4.888,-13.907,0.977,-9.197,-0.217,3.000,637.2207
5.560,-1.068,-1.485,-7.024,6.515,11.792,-5.277,7.546,1.980,2.865,-2.053,5.420,7.114,3.644,-8.839,1.691,12.964,-4.433,8.153,-7.313,-2.280,15.912,5.148,-2.428,-5.698,-12.695,-0.813,-8.575,0.261,2.673,635.065
5.786,0.016,-3.440,-7.157,7.174,11.612,-6.659,7.447,0.097,4.899,-1.671,5.440,7.224,0.404,-7.818,2.801,13.257,-4.909,7.885,-6.623,-2.077,16.147,2.872,-2.160,-6.822,-14.244,-2.450,-9.024,0.525,3.244,633.754
6.495,-1.808,-4.109,-7.435,8.280,10.090,-3.928,5.739,2.751,3.405,-1.203,4.625,7.433,3.661,-8.306,3.822,12.174,-4.470,8.236,-6.257,-0.990,18.186,3.634,-1.461,-5.438,-12.475,0.300,-12.246,-0.213,1.423,632.5924
7.195,1.513,-3.502,-6.735,4.736,10.935,-4.804,7.565,1.944,3.652,-2.275,5.990,7.970,2.822,-8.400,2.041,12.354,-4.129,8.083,-5.121,-1.870,16.417,2.066,-2.406,-7.178,-12.627,-1.477,-9.493,0.315,0.541,632.2102
6.193,-0.014,-2.926,-7.500,7.769,9.473,-3.510,5.272,2.026,4.070,-1.860,4.022,4.424,2.318,-8.586,2.752,11.797,-5.433,8.293,-5.755,-3.764,15.555,2.750,-1.447,-4.856,-12.752,1.376,-9.892,-1.814,1.966,631.30365
6.191,-0.014,-2.925,-7.497,7.767,9.469,-3.509,5.270,2.026,4.069,-1.859,4.020,4.421,2.318,-8.583,2.751,11.794,-5.432,8.290,-5.753,-3.763,15.550,2.749,-1.446,-4.854,-12.747,1.376,-9.889,-1.814,1.965,631.115
6.188,-0.014,-2.923,-7.494,7.764,9.465,-3.507,5.268,2.025,4.067,-1.858,4.018,4.418,2.317,-8.580,2.750,11.789,-5.430,8.287,-5.751,-3.763,15.544,2.748,-1.445,-4.851,-12.742,1.376,-9.885,-1.814,1.964,630.8788
8.478,-0.369,-2.350,-7.689,7.864,9.632,-3.084,6.021,1.047,2.779,-3.549,4.220,6.323,2.951,-6.415,2.646,13.750,-4.454,6.796,-5.836,-1.987,15.221,2.718,-1.901,-5.552,-13.185,-1.959,-8.927,0.536,1.399,629.0101
8.476,-0.369,-2.348,-7.687,7.862,9.628,-3.083,6.019,1.047,2.777,-3.548,4.219,6.321,2.950,-6.412,2.645,13.746,-4.452,6.793,-5.834,-1.986,15.216,2.717,-1.900,-5.550,-13.181,-1.959,-8.924,0.536,1.398,628.82306
6.619,1.576,-4.107,-6.742,5.515,10.128,-2.813,6.291,2.047,3.651,-2.183,4.467,7.534,1.655,-8.143,1.229,11.346,-5.097,8.359,-5.820,-3.840,15.791,1.537,-2.185,-6.324,-14.109,-2.257,-9.784,2.309,2.086,628.591
8.473,-0.369,-2.347,-7.684,7.860,9.624,-3.081,6.016,1.046,2.776,-3.547,4.217,6.318,2.949,-6.409,2.644,13.741,-4.450,6.790,-5.832,-1.985,15.210,2.716,-1.899,-5.547,-13.175,-1.958,-8.920,0.536,1.397,628.58856
6.617,1.576,-4.106,-6.739,5.513,10.124,-2.812,6.289,2.046,3.649,-2.182,4.465,7.532,1.654,-8.140,1.228,11.342,-5.095,8.356,-5.818,-3.839,15.786,1.536,-2.184,-6.322,-14.105,-2.257,-9.781,2.309,2.086,628.40326
6.614,1.576,-4.104,-6.737,5.510,10.120,-2.810,6.286,2.046,3.648,-2.181,4.463,7.529,1.653,-8.137,1.227,11.338,-5.093,8.353,-5.815,-3.838,15.780,1.535,-2.183,-6.319,-14.099,-2.257,-9.778,2.309,2.085,628.16785
5.978,-0.393,-1.698,-9.166,6.481,10.010,-4.534,8.066,1.566,3.852,-0.842,6.711,9.475,3.134,-8.380,3.071,12.251,-3.059,8.170,-7.097,-2.090,17.424,2.231,-1.412,-9.406,-13.814,-0.509,-10.920,0.433,1.749,627.75604
6.753,-0.093,-3.652,-5.772,7.254,12.023,-5.673,4.066,1.474,4.924,-3.978,4.858,6.846,1.616,-8.612,2.047,11.574,-3.789,9.821,-4.498,-2.641,16.209,1.851,-0.537,-6.990,-15.183,-1.046,-8.995,-1.023,3.498,627.50476
7.751,1.196,-1.661,-5.789,8.031,10.408,-5.778,6.514,1.465,3.897,-3.939,5.387,7.823,1.723,-7.388,1.605,11.043,-4.568,5.911,-6.561,-1.356,16.395,1.143,-1.802,-4.318,-12.027,-1.122,-8.309,-1.659,2.433,627.4711
7.749,1.196,-1.659,-5.786,8.029,10.405,-5.776,6.512,1.465,3.896,-3.938,5.385,7.821,1.722,-7.385,1.604,11.039,-4.566,5.908,-6.559,-1.355,16.390,1.142,-1.801,-4.316,-12.023,-1.121,-8.306,-1.659,2.432,627.2901
7.747,1.196,-1.658,-5.783,8.026,10.401,-5.775,6.509,1.464,3.894,-3.937,5.383,7.818,1.721,-7.382,1.603,11.034,-4.565,5.905,-6.556,-1.354,16.384,1.141,-1.801,-4.314,-12.017,-1.121,-8.302,-1.659,2.431,627.06274
7.382,-0.182,-4.083,-6.131,6.324,11.806,-4.700,6.417,0.319,2.275,-3.566,3.965,3.818,0.955,-7.689,3.272,12.093,-4.953,8.423,-6.774,-2.654,18.585,5.232,-2.496,-5.312,-13.430,-0.260,-9.418,0.284,3.491,626.69995
7.074,0.159,-4.393,-7.880,8.450,9.141,-4.742,6.202,0.354,4.638,-1.213,5.091,6.342,2.882,-6.804,1.002,11.987,-5.350,7.393,-5.755,-1.853,15.426,3.337,-2.004,-7.434,-14.844,-0.096,-8.721,0.213,3.218,625.5069
9.339,-0.936,-3.369,-7.268,5.966,9.740,-3.631,7.555,2.254,3.014,-4.075,5.726,6.618,1.308,-7.763,4.598,12.134,-3.894,7.828,-6.314,-2.765,15.501,2.012,-1.955,-6.516,-13.794,0.039,-8.655,-1.513,2.862,624.89557
9.337,-0.936,-3.368,-7.266,5.964,9.737,-3.630,7.553,2.254,3.013,-4.074,5.725,6.616,1.307,-7.760,4.598,12.130,-3.893,7.825,-6.312,-2.764,15.496,2.011,-1.954,-6.514,-13.790,0.039,-8.652,-1.513,2.862,624.71326
9.334,-0.936,-3.366,-7.263,5.961,9.733,-3.628,7.551,2.253,3.012,-4.073,5.723,6.613,1.306,-7.757,4.596,12.125,-3.891,7.822,-6.309,-2.763,15.490,2.010,-1.954,-6.512,-13.784,0.040,-8.649,-1.513,2.861,624.48456
7.139,1.658,-5.163,-6.248,7.024,8.684,-5.682,7.362,2.872,4.203,-3.581,5.498,6.264,1.964,-8.748,4.524,10.211,-6.318,9.341,-6.285,-1.223,15.726,1.697,-2.416,-5.267,-11.915,-0.338,-9.750,-1.352,1.993,623.80756
7.137,1.658,-5.162,-6.245,7.022,8.681,-5.681,7.360,2.871,4.202,-3.580,5.497,6.262,1.963,-8.746,4.524,10.208,-6.316,9.339,-6.282,-1.222,15.721,1.696,-2.415,-5.265,-11.911,-0.338,-9.747,-1.352,1.992,623.6169
7.134,1.658,-5.161,-6.243,7.019,8.677,-5.679,7.357,2.871,4.200,-3.579,5.495,6.259,1.962,-8.742,4.522,10.203,-6.314,9.335,-6.280,-1.221,15.714,1.695,-2.414,-5.262,-11.906,-0.337,-9.744,-1.352,1.991,623.37805
8.494,0.209,-4.156,-6.271,6.775,10.241,-4.563,6.050,1.563,4.458,-0.463,4.913,6.169,1.915,-8.375,1.988,9.659,-5.712,9.233,-6.779,-2.567,16.104,3.068,-1.434,-7.638,-12.593,-1.830,-9.647,0.043,2.017,623.2957
8.492,0.209,-4.155,-6.269,6.773,10.238,-4.562,6.048,1.563,4.456,-0.463,4.911,6.167,1.914,-8.373,1.988,9.655,-5.711,9.230,-6.777,-2.566,16.099,3.067,-1.434,-7.636,-12.589,-1.829,-9.644,0.043,2.016,623.11224
8.490,0.209,-4.154,-6.266,6.770,10.234,-4.561,6.045,1.562,4.455,-0.462,4.909,6.164,1.913,-8.369,1.986,9.650,-5.709,9.227,-6.774,-2.565,16.093,3.066,-1.433,-7.633,-12.584,-1.829,-9.640,0.043,2.015,622.8835
7.722,0.126,-2.184,-6.732,7.018,10.005,-3.677,7.843,1.014,4.770,-3.952,5.387,7.878,1.804,-8.116,3.374,11.224,-4.143,7.240,-5.925,-2.613,16.440,2.468,-2.023,-6.154,-14.528,-0.866,-9.278,0.140,2.467,621.70746
7.720,0.126,-2.183,-6.729,7.016,10.001,-3.675,7.841,1.013,4.769,-3.951,5.385,7.876,1.804,-8.113,3.373,11.220,-4.141,7.237,-5.923,-2.613,16.435,2.467,-2.022,-6.152,-14.523,-0.866,-9.275,0.140,2.466,621.5204
