Sphere 1x,Sphere 1y,Sphere 1z,Sphere 2x,Sphere 2y,Sphere 2z,Sphere 3x,Sphere 3y,Sphere 3z,Sphere 4x,Sphere 4y,Sphere 4z,Sphere 5x,Sphere 5y,Sphere 5z,Sphere 6x,Sphere 6y,Sphere 6z,Sphere 7x,Sphere 7y,Sphere 7z,Sphere 8x,Sphere 8y,Sphere 8z,Sphere 9x,Sphere 9y,Sphere 9z,Sphere 10x,Sphere 10y,Sphere 10z,ME_Coupling_coefficient_pred
4.256,5.906,-7.448,-4.082,10.489,9.409,-3.913,9.485,6.067,6.643,-4.654,1.894,9.026,-0.697,-8.205,3.451,12.114,-4.351,10.958,-4.617,-2.714,15.821,4.548,-0.319,-1.661,-17.627,-2.483,-7.897,0.831,3.849,1413.585
6.162,7.512,-8.386,-6.074,10.411,8.431,-3.448,9.331,5.31,6.176,-5.71,1.355,7.231,-0.859,-9.903,4.635,12.509,-4.874,10.854,-4.303,-3.085,19.421,6.855,1.394,-4.046,-17.959,-3.439,-8.095,-0.623,5.12,1412.0852
6.885,7.842,-6.757,-6.756,11.701,9.973,-5.272,8.021,5.796,6.709,-4.242,3.297,9.875,-0.896,-8.333,5.944,12.915,-3.727,13.022,-3.568,-5.377,17.899,7.365,-1.338,-3.895,-18.832,-2.971,-8.465,0.86,5.348,1408.6252
6.095,6.906,-5.558,-6.648,11.016,7.264,-4.267,7.056,7.428,7.186,-5.016,3.851,8.612,-2.461,-7.103,6.991,12.785,-5.41,13.376,-3.586,-3.499,20.254,4.985,-0.957,-2.75,-17.36,-2.53,-8.054,1.577,6.667,1394.2051
5.938,6.725,-5.373,-6.497,10.719,7.035,-4.154,6.844,7.279,7.005,-4.914,3.805,8.406,-2.442,-6.888,6.885,12.436,-5.32,13.08,-3.453,-3.385,19.745,4.863,-0.95,-2.647,-16.903,-2.478,-7.832,1.547,6.535,1387.6124
6.005,7.331,-8.2,-5.922,10.114,8.202,-3.336,9.119,5.16,5.996,-5.608,1.31,7.024,-0.84,-9.688,4.528,12.16,-4.783,10.558,-4.17,-2.97,18.913,6.734,1.402,-3.943,-17.502,-3.388,-7.873,-0.653,4.988,1384.2382
6.338,7.599,-5.992,-6.669,10.681,10.199,-3.504,8.046,7.156,7.415,-5.407,3.869,8.014,-0.154,-9.028,2.871,12.875,-2.63,12.199,-4.122,-4.967,19.569,6.051,-0.37,-3.728,-18.645,-1.351,-8.127,1.761,5.934,1380.309
5.363,6.062,-4.694,-5.942,9.633,6.196,-3.744,6.069,6.73,6.344,-4.538,3.639,7.65,-2.373,-6.102,6.496,11.158,-4.989,11.997,-2.968,-2.965,17.886,4.416,-0.922,-2.271,-15.23,-2.29,-7.02,1.439,6.05,1378.2955
5.121,7.677,-10.717,-4.392,10.101,8.311,-6.895,10.526,7.172,6.967,-5.292,1.403,7.751,-0.903,-9.666,4.719,13.45,-4.848,12.812,-4.918,-5.618,17.633,5.906,-1.107,-4.436,-17.478,-2.332,-8.844,1.746,4.794,1371.1855
5.174,7.984,-5.533,-7.243,10.982,8.171,-2.529,9.218,7.779,9.185,-5.065,1.96,9.653,-0.414,-8.654,3.569,15.472,-4.765,13.275,-4.705,-4.155,19.971,6.86,-1.015,-5.886,-18.507,-0.475,-8.896,2.086,3.804,1369.0281
4.77,5.378,-3.997,-5.373,8.514,5.33,-3.319,5.274,6.174,5.666,-4.158,3.471,6.876,-2.302,-5.288,6.101,9.85,-4.65,10.885,-2.464,-2.53,15.97,3.96,-0.891,-1.881,-13.506,-2.099,-6.184,1.331,5.556,1366.53
4.754,5.36,-3.976,-5.355,8.483,5.307,-3.309,5.248,6.151,5.644,-4.141,3.463,6.85,-2.3,-5.269,6.085,9.806,-4.639,10.851,-2.454,-2.52,15.916,3.944,-0.892,-1.872,-13.458,-2.091,-6.161,1.325,5.538,1365.5531
6.66,9.52,-7.846,-6.653,10.951,8.448,-4.393,10.44,5.624,7.811,-2.62,2.487,7.723,-0.552,-9.105,5.717,13.827,-6.094,11.999,-5.229,-3.131,19.558,1.919,1.349,-4.564,-18.508,-0.356,-10.211,1.566,7.503,1358.6815
6.181,7.418,-5.807,-6.517,10.384,9.969,-3.392,7.834,7.006,7.234,-5.304,3.823,7.807,-0.135,-8.813,2.765,12.526,-2.54,11.903,-3.99,-4.853,19.061,5.93,-0.362,-3.625,-18.187,-1.299,-7.905,1.731,5.802,1355.9838
4.964,7.495,-10.532,-4.24,9.804,8.082,-6.783,10.314,7.023,6.787,-5.19,1.357,7.544,-0.884,-9.451,4.613,13.101,-4.757,12.516,-4.786,-5.503,17.125,5.784,-1.099,-4.333,-17.021,-2.281,-8.622,1.716,4.662,1352.7402
3.664,5.221,-6.751,-3.513,9.37,8.544,-3.488,8.69,5.511,5.966,-4.274,1.727,8.252,-0.626,-7.391,3.056,10.806,-4.012,9.846,-4.113,-2.278,13.905,4.091,-0.289,-1.272,-15.903,-2.292,-7.06,0.724,3.354,1352.1798
6.847,6.944,-7.526,-7.52,12.277,7.745,-4.453,7.731,5.446,7.244,-5.352,1.829,8.494,0.019,-8.997,4.905,14.966,-4.947,9.925,-5.342,-6.342,18.672,3.958,-1.335,-3.908,-18.243,-1.065,-8.928,1.941,5.583,1351.3859
6.22,6.926,-6.27,-5.719,11.627,9.674,-4.662,11.045,6.358,7.725,-3.351,3.974,9.532,1.084,-8.016,2.689,13.382,-4.406,12.908,-3.876,-3.34,18.726,4.938,0.978,-4.099,-20.1,-2.033,-8.819,1.03,4.32,1351.2927
3.648,5.204,-6.73,-3.495,9.339,8.52,-3.478,8.665,5.488,5.944,-4.257,1.718,8.227,-0.624,-7.372,3.041,10.762,-4.002,9.812,-4.103,-2.269,13.851,4.076,-0.289,-1.262,-15.856,-2.284,-7.038,0.717,3.337,1350.6918
4.879,6.802,-6.342,-6.419,11.338,8.499,-5.638,9.792,6.01,8.839,-4.64,1.531,8.788,0.892,-6.656,3.013,14.702,-4.461,12.584,-4.919,-3.458,18.591,6.342,0.179,-4.686,-16.864,-0.754,-9.716,0.368,6.351,1343.3229
5.017,7.803,-5.347,-7.092,10.685,7.942,-2.417,9.006,7.629,9.005,-4.963,1.914,9.446,-0.395,-8.439,3.463,15.123,-4.675,12.979,-4.572,-4.04,19.463,6.738,-1.007,-5.783,-18.049,-0.424,-8.674,2.057,3.672,1337.6218
6.669,7.695,-6.519,-6.801,10.553,7.624,-4.911,9.148,5.913,8.075,-4.612,2.798,7.231,0.031,-8.301,3.75,12.933,-4.024,10.718,-3.651,-4.274,19.685,4.023,-1.506,-5.181,-18.173,-3.721,-8.636,-0.22,5.805,1330.0378
6.503,9.339,-7.66,-6.501,10.655,8.218,-4.281,10.228,5.474,7.63,-2.517,2.442,7.517,-0.533,-8.89,5.611,13.478,-6.004,11.703,-5.096,-3.016,19.049,1.797,1.357,-4.461,-18.05,-0.304,-9.989,1.537,7.371,1329.0676
6.927,7.868,-7.636,-6.872,12.376,11.542,-4.033,9.507,5.979,6.481,-4.769,2.126,9.333,-1.308,-8.95,4.399,13.406,-2.277,11.866,-5.282,-5.265,18.502,5.682,-1.505,-5.685,-17.085,-2.196,-9.12,0.717,5.885,1328.4603
6.063,6.745,-6.084,-5.567,11.33,9.444,-4.55,10.833,6.209,7.544,-3.248,3.928,9.326,1.103,-7.801,2.583,13.033,-4.315,12.612,-3.744,-3.225,18.218,4.816,0.986,-3.996,-19.643,-1.982,-8.597,1.001,4.188,1328.3107
6.69,6.762,-7.341,-7.368,11.98,7.516,-4.341,7.52,5.296,7.063,-5.249,1.784,8.287,0.037,-8.782,4.799,14.617,-4.857,9.629,-5.209,-6.227,18.164,3.836,-1.327,-3.805,-17.786,-1.014,-8.706,1.911,5.45,1318.9517
6.311,7.179,-6.079,-6.201,10.615,9.134,-4.862,7.245,5.247,6.047,-3.866,3.13,9.119,-0.828,-7.547,5.556,11.637,-3.396,11.939,-3.084,-4.957,16.039,6.918,-1.31,-3.518,-17.159,-2.782,-7.653,0.752,4.863,1318.9014
5.236,6.213,-7.926,-5.563,12.012,8.278,-5.172,7.61,6.527,8.172,-4.022,3.765,8.381,-0.029,-9.753,3.429,11.552,-3.273,11.904,-3.81,-5.45,20.205,6.331,-1.456,-4.029,-18.199,-4.503,-8.301,3.655,6.713,1316.4266
4.722,6.621,-6.157,-6.268,11.041,8.269,-5.526,9.58,5.86,8.659,-4.537,1.486,8.582,0.911,-6.441,2.907,14.353,-4.371,12.288,-4.786,-3.344,18.083,6.22,0.187,-4.583,-16.407,-0.702,-9.494,0.338,6.219,1311.1555
5.41,4.603,-9.171,-6.639,12.763,9.353,-5.133,8.108,5.166,6.366,-4.065,1.569,8.07,-1.83,-8.47,5.149,13.896,-3.906,13.823,-5.47,-4.123,19.934,3.486,-1.702,-2.383,-17.337,-0.841,-9.175,1.08,5.012,1298.7971
6.512,7.514,-6.334,-6.65,10.256,7.395,-4.799,8.937,5.763,7.894,-4.509,2.752,7.025,0.05,-8.086,3.644,12.584,-3.934,10.422,-3.519,-4.16,19.177,3.901,-1.498,-5.078,-17.715,-3.67,-8.415,-0.25,5.672,1297.5684
6.77,7.687,-7.451,-6.721,12.079,11.313,-3.921,9.295,5.829,6.301,-4.666,2.081,9.126,-1.289,-8.735,4.293,13.057,-2.186,11.57,-5.15,-5.15,17.994,5.56,-1.497,-5.582,-16.628,-2.145,-8.898,0.687,5.752,1294.3784
5.079,6.031,-7.74,-5.412,11.715,8.049,-5.06,7.398,6.377,7.991,-3.919,3.719,8.174,-0.01,-9.538,3.323,11.203,-3.183,11.608,-3.678,-5.335,19.696,6.209,-1.449,-3.926,-17.742,-4.451,-8.08,3.626,6.581,1291.1238
5.43,6.669,-7.522,-5.368,9.028,7.363,-2.925,8.343,4.611,5.334,-5.232,1.143,6.268,-0.772,-8.902,4.14,10.882,-4.453,9.475,-3.686,-2.551,17.053,6.287,1.429,-3.567,-15.829,-3.2,-7.062,-0.761,4.503,1290.5092
-1.044,0.897,1.261,-1.118,0.971,2.683,-0.46,1.41,2.85,-0.453,-1.706,-0.221,1.894,0.964,0.516,1.533,1.89,-1.102,1.341,-1.43,1.334,2.95,2.458,-0.165,0.008,-3.057,0.731,-2.765,-0.078,2.741,1287.4336
4.452,7.048,-7.429,-6.177,10.961,8.899,-4.244,9.228,7.362,8.17,-3.551,0.543,8.663,-0.585,-8.753,4.865,14.995,-4.753,11.528,-6.721,-5.072,17.875,4.574,0.251,-3.55,-16.462,-3.027,-10.465,2.214,4.951,1285.7408
5.253,4.422,-8.985,-6.487,12.466,9.124,-5.021,7.896,5.016,6.185,-3.963,1.524,7.864,-1.811,-8.255,5.043,13.547,-3.816,13.527,-5.337,-4.009,19.426,3.364,-1.694,-2.28,-16.88,-0.789,-8.953,1.051,4.879,1272.3358
5.606,6.755,-5.128,-5.963,9.298,9.13,-2.982,7.059,6.458,6.572,-4.928,3.657,7.052,-0.066,-8.027,2.377,11.248,-2.209,10.82,-3.505,-4.433,17.201,5.483,-0.334,-3.249,-16.515,-1.111,-7.094,1.623,5.317,1269.7643
7.338,6.013,-5.756,-4.34,7.632,8.895,-3.815,9.606,5.694,8.044,-5.561,1.214,8.395,-1.341,-6.37,3.287,14.462,-5.41,12.578,-6.913,-4.738,20.832,5.907,-0.957,-3.285,-18.303,-2.91,-7.921,0.354,7.536,1267.1996
6.268,6.831,-7.398,-6.213,11.366,8.894,-4.339,8.9,6.328,7.38,-4.592,2.166,8.53,-0.755,-8.123,4.502,14.062,-3.721,11.759,-5.041,-4.177,19.637,5.184,-0.371,-4.157,-18.171,-1.89,-8.738,1.485,5.379,1265.0945
4.389,6.833,-9.853,-3.685,8.718,7.243,-6.373,9.539,6.474,6.125,-4.814,1.191,6.788,-0.815,-8.665,4.225,11.823,-4.427,11.433,-4.301,-5.084,15.265,5.338,-1.071,-3.956,-15.348,-2.093,-7.81,1.608,4.178,1261.623
4.295,6.867,-7.243,-6.025,10.664,8.67,-4.131,9.017,7.212,7.99,-3.448,0.498,8.456,-0.567,-8.538,4.759,14.646,-4.663,11.232,-6.588,-4.957,17.366,4.452,0.258,-3.447,-16.005,-2.975,-10.243,2.185,4.819,1254.2427
8.006,5.731,-8.137,-7.317,12.666,10.986,-5.213,9.811,5.341,7.884,-4.687,3.5,6.966,0.058,-8.415,4.019,14.488,-4.08,12.224,-3.472,-3.245,19.262,5.547,0.443,-2.348,-19.103,-0.972,-9.089,2.546,4.697,1250.8962
7.316,7.322,-4.312,-6.446,11.652,9.413,-6.224,7.549,6.393,7.81,-3.352,2.74,7.176,-2.186,-8.358,3.927,13.957,-3.701,10.583,-4.891,-5.556,18.166,5.035,-1.237,-4.214,-15.7,-1.214,-9.355,1.686,5.919,1241.3973
7.181,5.832,-5.57,-4.189,7.335,8.666,-3.703,9.394,5.545,7.863,-5.458,1.168,8.189,-1.322,-6.155,3.181,14.113,-5.32,12.282,-6.781,-4.623,20.324,5.785,-0.949,-3.182,-17.846,-2.859,-7.699,0.324,7.404,1233.3802
4.442,7.14,-4.669,-6.537,9.599,7.102,-2.006,8.231,7.081,8.343,-4.587,1.748,8.69,-0.326,-7.653,3.074,13.845,-4.345,11.896,-4.088,-3.62,17.603,6.292,-0.979,-5.407,-16.377,-0.236,-7.863,1.949,3.187,1231.6237
6.111,6.649,-7.213,-6.061,11.069,8.664,-4.227,8.689,6.178,7.199,-4.489,2.12,8.324,-0.737,-7.908,4.396,13.713,-3.631,11.463,-4.908,-4.063,19.129,5.062,-0.363,-4.054,-17.714,-1.838,-8.516,1.455,5.247,1230.6195
5.718,6.495,-5.381,-5.632,9.496,8.268,-4.436,6.45,4.692,5.37,-3.487,2.963,8.345,-0.757,-6.733,5.161,10.329,-3.057,10.826,-2.579,-4.522,14.123,6.462,-1.28,-3.129,-15.435,-2.591,-6.816,0.644,4.369,1228.9104
7.849,5.55,-7.951,-7.166,12.369,10.757,-5.101,9.599,5.192,7.703,-4.584,3.455,6.76,0.077,-8.2,3.913,14.139,-3.99,11.928,-3.34,-3.13,18.754,5.425,0.451,-2.245,-18.645,-0.92,-8.867,2.517,4.564,1227.3237
5.702,6.477,-5.36,-5.614,9.465,8.245,-4.427,6.425,4.668,5.348,-3.469,2.955,8.319,-0.755,-6.714,5.145,10.286,-3.046,10.793,-2.569,-4.512,14.07,6.446,-1.28,-3.119,-15.387,-2.583,-6.793,0.638,4.351,1225.9493
5.488,6.082,-5.406,-5.013,10.244,8.605,-4.14,10.058,5.66,6.883,-2.872,3.762,8.57,1.172,-7.015,2.195,11.755,-3.985,11.529,-3.259,-2.806,16.358,4.37,1.013,-3.619,-17.97,-1.793,-7.785,0.893,3.704,1224.375
6.079,7.725,-8.431,-5.359,11.416,8.443,-5.244,6.972,5.208,6.832,-3.534,2.16,7.48,-0.767,-7.161,3.616,12.383,-3.505,11.045,-4.836,-3.604,19.862,4.542,-0.448,-3.13,-18.455,-2.159,-7.143,1.811,5.371,1221.8489
6.521,8.396,-5.776,-5.87,11.893,7.824,-5.666,8.112,6.2,6.843,-4.141,2.09,10.518,0.115,-7.967,4.529,14.094,-2.773,11.452,-6.029,-4.708,20.712,4.834,0.14,-4.289,-19.813,-3.961,-9.966,3.351,3.265,1219.8579
7.946,7.543,-6.397,-4.597,11.275,8.435,-4.246,9.122,7.137,7.684,-4.474,1.989,8.174,0.633,-8.623,3.716,14.369,-4.037,12.81,-5.625,-4.671,20.347,5.476,-0.349,-4.212,-18.291,-2.119,-8.757,1.065,4.207,1216.8466
5.929,8.677,-6.982,-5.947,9.569,7.379,-3.871,9.453,4.925,6.969,-2.141,2.275,6.761,-0.465,-8.104,5.223,12.2,-5.673,10.62,-4.611,-2.596,17.19,1.35,1.385,-4.085,-16.378,-0.116,-9.178,1.429,6.887,1216.2781
6.115,6.1,-6.662,-6.813,10.894,6.677,-3.93,6.744,4.748,6.402,-4.873,1.617,7.531,0.106,-7.996,4.41,13.339,-4.526,8.546,-4.725,-5.808,16.304,3.39,-1.299,-3.428,-16.113,-0.825,-7.895,1.803,4.966,1215.0834
4.147,5.958,-5.478,-5.713,9.955,7.43,-5.116,8.805,5.312,7.997,-4.161,1.319,7.826,0.98,-5.655,2.518,13.075,-4.04,11.205,-4.302,-2.924,16.223,5.774,0.215,-4.206,-14.734,-0.514,-8.683,0.23,5.734,1210.3208
4.504,5.369,-7.062,-4.857,10.629,7.209,-4.649,6.623,5.828,7.33,-3.543,3.553,7.418,0.059,-8.752,2.935,9.925,-2.852,10.525,-3.193,-4.915,17.837,5.763,-1.421,-3.549,-16.069,-4.263,-7.268,3.518,6.096,1209.6589
7.159,7.141,-4.126,-6.294,11.356,9.183,-6.112,7.337,6.243,7.63,-3.25,2.694,6.97,-2.167,-8.144,3.821,13.608,-3.611,10.287,-4.758,-5.441,17.658,4.914,-1.229,-4.111,-15.243,-1.162,-9.133,1.657,5.787,1208.6761
4.223,7.092,-7.346,-5.797,13.537,8.086,-4.072,8.989,7.843,6.849,-4.808,1.44,7.588,-1.461,-8.144,4.157,14.996,-3.139,10.723,-6.235,-3.965,21.053,3.494,0.306,-5.051,-18.596,-2.095,-8.159,1.23,5.1,1207.6223
4.838,5.984,-6.824,-4.799,7.909,6.498,-2.5,7.548,4.056,4.656,-4.852,0.976,5.494,-0.701,-8.087,3.745,9.574,-4.113,8.362,-3.182,-2.115,15.137,5.831,1.46,-3.177,-14.104,-3.009,-6.225,-0.868,4.009,1206.45
5.013,6.07,-4.431,-5.394,8.179,8.265,-2.556,6.264,5.902,5.895,-4.549,3.49,6.277,0.005,-7.213,1.981,9.94,-1.87,9.707,-3.001,-3.998,15.285,5.027,-0.304,-2.859,-14.79,-0.92,-6.257,1.516,4.823,1205.712
4.997,6.053,-4.41,-5.376,8.148,8.241,-2.547,6.238,5.878,5.873,-4.531,3.481,6.252,0.007,-7.194,1.966,9.897,-1.859,9.673,-2.991,-3.988,15.231,5.011,-0.304,-2.849,-14.743,-0.912,-6.234,1.509,4.805,1204.8464
4.822,5.967,-6.803,-4.781,7.878,6.474,-2.491,7.523,4.032,4.634,-4.835,0.968,5.469,-0.699,-8.068,3.729,9.531,-4.103,8.329,-3.172,-2.106,15.083,5.815,1.459,-3.167,-14.057,-3.001,-6.202,-0.875,3.991,1204.708
7.327,7.694,-7.308,-5.321,12.019,9.482,-2.711,10.411,7.514,8.775,-2.974,2.199,8.127,-0.678,-6.708,4.345,15.265,-3.805,10.55,-4.738,-3.012,19.988,4.334,0.432,-3.382,-18.108,-0.583,-8.023,2.119,6.154,1202.9539
3.496,3.91,-2.492,-4.142,6.107,3.471,-2.412,3.552,4.951,4.197,-3.319,3.099,5.196,-2.15,-3.548,5.236,7.011,-3.916,8.481,-1.394,-1.601,11.847,2.968,-0.83,-1.047,-9.798,-1.68,-4.385,1.089,4.479,1197.8665
5.922,7.543,-8.246,-5.208,11.119,8.214,-5.131,6.76,5.058,6.652,-3.431,2.115,7.274,-0.749,-6.946,3.51,12.034,-3.415,10.749,-4.704,-3.49,19.354,4.42,-0.44,-3.027,-17.998,-2.108,-6.921,1.781,5.239,1195.9259
5.71,6.487,-6.381,-7.15,11.723,6.676,-3.86,9.015,5.549,6.919,-3.6,2.978,8.483,0.397,-8.227,5.06,14.104,-3.707,12.667,-4.435,-5.811,20.331,2.808,-1.049,-4.798,-17.068,-1.786,-9.352,1.849,4.951,1193.911
5.937,6.852,-5.655,-6.095,9.17,6.555,-4.389,8.161,5.215,7.233,-4.133,2.586,6.269,0.119,-7.3,3.255,11.306,-3.603,9.339,-3.034,-3.74,17.317,3.455,-1.47,-4.701,-16.043,-3.481,-7.603,-0.358,5.188,1193.2142
6.364,8.215,-5.591,-5.719,11.596,7.594,-5.554,7.901,6.05,6.662,-4.039,2.045,10.312,0.133,-7.752,4.423,13.745,-2.683,11.156,-5.897,-4.593,20.204,4.712,0.148,-4.186,-19.356,-3.909,-9.745,3.321,3.133,1187.3391
6.196,7.025,-6.772,-6.166,10.994,10.474,-3.51,8.52,5.28,5.639,-4.29,1.914,8.37,-1.221,-7.949,3.904,11.779,-1.856,10.487,-4.665,-4.73,16.134,5.114,-1.469,-5.205,-14.955,-1.956,-8.087,0.579,5.268,1186.5406
6.291,6.848,-8.054,-6.8,11.581,9.591,-3.87,10.583,5.873,6.654,-3.419,3.754,7.634,-1.22,-8.297,5.611,14.29,-3.858,11.967,-4.484,-3.701,19.375,4.171,-0.877,-6.598,-17.699,-1.362,-10.097,0.613,4.589,1184.6252
7.789,7.362,-6.212,-4.445,10.979,8.205,-4.134,8.91,6.987,7.503,-4.371,1.943,7.968,0.652,-8.408,3.61,14.02,-3.946,12.515,-5.493,-4.557,19.839,5.354,-0.341,-4.109,-17.834,-2.068,-8.536,1.036,4.075,1182.6864
4.678,3.759,-8.307,-5.933,11.38,8.285,-4.611,7.12,4.468,5.523,-3.587,1.357,7.108,-1.742,-7.468,4.654,12.269,-3.485,12.444,-4.853,-3.589,17.566,2.918,-1.666,-1.903,-15.207,-0.601,-8.141,0.942,4.395,1181.2745
4.066,6.911,-7.16,-5.645,13.241,7.856,-3.96,8.777,7.693,6.668,-4.706,1.394,7.381,-1.443,-7.929,4.051,14.647,-3.049,10.427,-6.102,-3.851,20.545,3.372,0.314,-4.948,-18.139,-2.043,-7.937,1.201,4.968,1177.5951
7.17,7.513,-7.122,-5.169,11.722,9.253,-2.599,10.199,7.364,8.595,-2.872,2.154,7.921,-0.66,-6.494,4.239,14.916,-3.714,10.254,-4.606,-2.898,19.48,4.212,0.439,-3.279,-17.651,-0.531,-7.801,2.089,6.022,1173.0802
6.352,5.12,-6.145,-6.844,9.39,6.137,-5.865,8.965,7.033,7.131,-4.147,3.151,8.261,0.731,-7.01,4.245,14.852,-3.329,11.964,-4.799,-5.161,20.02,5.946,-1.044,-4.524,-19.446,-3.436,-8.915,0.759,6.037,1172.1948
6.904,6.981,-6.113,-5.451,10.785,8.127,-4.319,8.69,6.805,7.476,-3.047,2.272,8.772,0.636,-6.043,4.825,13.328,-3.542,13.57,-4.356,-3.324,20.593,6.401,0.608,-4.257,-18.536,-1.77,-9.795,2.755,5.512,1169.8812
5.553,6.306,-6.196,-6.999,11.426,6.447,-3.748,8.804,5.4,6.738,-3.497,2.933,8.277,0.416,-8.012,4.954,13.755,-3.616,12.371,-4.302,-5.696,19.823,2.686,-1.042,-4.695,-16.611,-1.735,-9.13,1.82,4.819,1160.2594
7.297,5.832,-5.184,-4.746,10.328,10.863,-4.817,9.605,7.889,7.457,-5.224,1.165,7.366,0.619,-7.924,4.845,13.812,-3.216,9.951,-4.141,-4.615,20.141,6.169,0.233,-3.565,-18.026,-1.014,-8.701,2.163,6.608,1160.21
6.134,6.667,-7.869,-6.649,11.284,9.362,-3.758,10.372,5.723,6.473,-3.317,3.709,7.428,-1.201,-8.082,5.504,13.941,-3.768,11.671,-4.352,-3.586,18.867,4.049,-0.869,-6.495,-17.242,-1.311,-9.875,0.584,4.457,1159.6093
4.895,5.397,-4.708,-4.444,9.125,7.74,-3.715,9.263,5.105,6.205,-2.493,3.594,7.796,1.243,-6.201,1.799,10.447,-3.645,10.417,-2.755,-2.37,14.442,3.913,1.044,-3.23,-16.245,-1.602,-6.949,0.785,3.209,1155.7717
6.195,4.939,-5.959,-6.693,9.093,5.908,-5.753,8.753,6.883,6.95,-4.044,3.105,8.054,0.749,-6.795,4.139,14.503,-3.239,11.668,-4.667,-5.046,19.511,5.824,-1.036,-4.421,-18.989,-3.385,-8.693,0.73,5.905,1154.5386
4.879,5.38,-4.687,-4.426,9.094,7.717,-3.705,9.237,5.081,6.183,-2.476,3.586,7.77,1.244,-6.182,1.784,10.403,-3.635,10.383,-2.745,-2.36,14.388,3.898,1.043,-3.22,-16.198,-1.595,-6.926,0.779,3.192,1154.19
2.39,3.753,-5.246,-2.282,6.963,6.684,-2.581,6.968,4.288,4.496,-3.435,1.354,6.573,-0.474,-5.651,2.191,7.967,-3.278,7.443,-3.043,-1.35,9.782,3.099,-0.228,-0.438,-12.195,-1.872,-5.262,0.481,2.277,1152.092
5.344,6.167,-4.958,-5.526,8.051,5.69,-3.963,7.366,4.659,6.555,-3.754,2.419,5.495,0.19,-6.486,2.86,9.998,-3.264,8.226,-2.53,-3.305,15.401,2.998,-1.44,-4.312,-14.318,-3.291,-6.766,-0.465,4.693,1152.0168
